[ 2014-06-11T12:43:55+08:00 ] /crm/index.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Undefined variable: title d4194be3fbeb17d644f46d30a885f829.php 第 9 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 63 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 58 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant uid - assumed 'uid' d4194be3fbeb17d644f46d30a885f829.php 第 56 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | NOTIC: [8] Use of undefined constant id - assumed 'id' d4194be3fbeb17d644f46d30a885f829.php 第 63 行.
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Run ParseTemplate Behavior [ RunTime:0.034002s ]
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Tag[ view_parse ] --END-- [ RunTime:0.035002s ]
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Tag[ view_filter ] --START--
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Run ShowRuntime Behavior [ RunTime:0.003000s ]
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Tag[ view_end ] --START--
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Run ShowPageTrace Behavior [ RunTime:0.003000s ]
[ 2014-06-11T14:01:28+08:00 ] /crm/index.php/User/user_login_log | INFO: Tag[ view_end ] --END-- [ RunTime:0.003000s ]
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Tag[ route_check ] --START--
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Tag[ app_begin ] --START--
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] mysql_connect(): The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead DbMysql.class.php 第 67 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | SQL: SHOW COLUMNS FROM `crm_cdn_resource` [ RunTime:0.005001s ]
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | SQL: SELECT * FROM `crm_cdn_resource` WHERE creator=70 ORDER BY ctime desc  [ RunTime:0.000000s ]
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Tag[ view_template ] --START--
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | INFO: Tag[ view_parse ] --START--
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-11T14:01:37+08:00 ] /crm/index.php/CDN/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
